ticker|alert_date|source|skip_category|skip_reason|ep_score|gap_pct|catalyst_quality|open_d0|close_d0|ret_1d|ret_5d|ret_20d|max_high_5d|max_high_20d|refreshed_et
AZ|2026-08-13|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $336M < $500M||13.68||7|8.1|0.04714285714285715|-0.017142857142857158||0.17142857142857132|0.17142857142857132|2026-08-21 17:18:10
BIRK|2026-08-13|scan_filter|score_below_50|score 38 < 50 (catalyst=routine)|38.4|16.57|routine|43.07|41|-0.08637102391455767|-0.1978175063849548||0.019259345251915555|0.019259345251915555|2026-08-21 17:18:10
BLSH|2026-08-13|moderate_alert|moderate_tier||54|12.4|routine|25|27.48|-0.024399999999999977|0.13760000000000006||0.17484399999999994|0.22719999999999999|2026-08-21 17:18:10
CGEM|2026-08-13|high_unentered|infra_skip|infra:no_bar: 3 retries exhausted|72|12.24|game_changer|20.72|19.64|-0.018339768339768293|0.03185328185328186||0.08783783783783786|0.08783783783783786|2026-08-21 17:18:10
CGEM|2026-08-13|scan_filter|duplicate_scan|already scored earlier today||11.5||20.72|19.64|-0.018339768339768293|0.03185328185328186||0.08783783783783786|0.08783783783783786|2026-08-21 17:18:10
COLL|2026-08-13|scan_filter|catalyst_downgrade|routine catalyst, gap 11.5%||11.52||27.77|28.15|0.016564638098667657|-0.008282319049333828||0.0676989557075981|0.0676989557075981|2026-08-21 17:18:10
CRMD|2026-08-13|high_unentered|infra_skip|infra:no_bar: 3 retries exhausted|64.8|10|strong|8.39|8.14|-0.1013110846245531|-0.01907032181168059||0.07032181168057208|0.07032181168057208|2026-08-21 17:18:10
CRMD|2026-08-13|scan_filter|duplicate_scan|already scored earlier today||25.85||8.39|8.14|-0.1013110846245531|-0.01907032181168059||0.07032181168057208|0.07032181168057208|2026-08-21 17:18:10
DERM|2026-08-13|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $177M < $500M||12.6||7.35|6.65|-0.0857142857142857|0.019047619047619126||0.05442176870748305|0.10136054421768721|2026-08-21 17:18:10
ELMT|2026-08-13|scan_filter|score_below_50|score 24 < 50 (catalyst=routine)|24|11.93|routine|18.78|17.15|0.0018636847710330213|-0.11235356762513309||0.05431309904153352|0.09904153354632585|2026-08-21 17:18:10
ENS|2026-08-13|scan_filter|score_below_50|score 32 < 50 (catalyst=routine)|32.4|11.4|routine|211|197.38|-0.03601895734597154|-0.09966824644549764||0.02843601895734597|0.02843601895734597|2026-08-21 17:18:10
FOSL|2026-08-13|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $311M < $500M||10.06||5.87|5.58|-0.05110732538330491|-0.04940374787052811||0.06524701873935264|0.06524701873935264|2026-08-21 17:18:10
HLIT|2026-08-13|scan_filter|duplicate_scan|already scored earlier today||19.33||14.48|13.08|-0.038674033149171304|-0.14571823204419898||0.04005524861878453|0.04005524861878453|2026-08-21 17:18:10
HLIT|2026-08-13|high_unentered|infra_skip|infra:no_bar: 3 retries exhausted|96|23.79|game_changer|14.48|13.08|-0.038674033149171304|-0.14571823204419898||0.04005524861878453|0.04005524861878453|2026-08-21 17:18:10
JACK|2026-08-13|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $358M < $500M||16.3||21.98|18.76|-0.2252047315741583|-0.2447679708826205||0.04858962693357588|0.04858962693357588|2026-08-21 17:18:10
KGEI|2026-08-13|scan_filter|adv_low|quality filter: filter:adv_too_low: $600,466||10.52||5.51|5.6|0.04718693284936475|0.10526315789473686||0.12341197822141572|0.12341197822141572|2026-08-21 17:18:10
KURA|2026-08-13|scan_filter|duplicate_scan|already scored earlier today||11.57||10.605|10.09|0.02404526166902395|0.10419613389910423||0.21640735502121639|0.21640735502121639|2026-08-21 17:18:10
KURA|2026-08-13|high_unentered|window_missed|window:out_of_orb: detected 09:51 ET|60.5|13.43|strong|10.605|10.09|0.02404526166902395|0.10419613389910423||0.21640735502121639|0.21640735502121639|2026-08-21 17:18:10
LNSR|2026-08-13|scan_filter|adv_low|quality filter: filter:adv_too_low: $208,597||19.24||7.5|8.27|0.09333333333333324|0.12533333333333327||0.16533333333333336|0.16533333333333336|2026-08-21 17:18:10
OMER|2026-08-13|scan_filter|duplicate_scan|already scored earlier today||27.97||16.65|17.35|0.0324324324324326|0.11891891891891895||0.13453453453453468|0.17597597597597597|2026-08-21 17:18:10
OMER|2026-08-13|high_unentered|window_missed|window:out_of_orb: detected 09:45 ET|60|22.54|routine|16.65|17.35|0.0324324324324326|0.11891891891891895||0.13453453453453468|0.17597597597597597|2026-08-21 17:18:10
RRGB|2026-08-13|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $167M < $500M||22.02||8.5|9.9|0.1929411764705883|0.10823529411764705||0.288235294117647|0.288235294117647|2026-08-21 17:18:10
STEM|2026-08-13|scan_filter|adv_low|quality filter: filter:adv_too_low: $705,625||26.56||5.75|6.24|0.10260869565217388|-0.017391304347826025||0.22095652173913047|0.22095652173913047|2026-08-21 17:18:10
TBBB|2026-08-13|scan_filter|score_below_50|score 36 < 50 (catalyst=routine)|36|16.67|routine|45.75|49.2|0.04459016393442621|0.08786885245901646||0.09726775956284159|0.1154098360655738|2026-08-21 17:18:10
WWW|2026-08-13|scan_filter|score_below_50|score 28 < 50 (catalyst=routine)|27.6|11.3|routine|19.62|19.88|0.07186544342507646|0.04230377166156974||0.08358817533129462|0.08358817533129462|2026-08-21 17:18:10
XE|2026-08-13|scan_filter|cooldown|EP cooldown — alerted within last 60 days||11.6||23.1|22.73|-0.09199134199134198|-0.2082251082251083||0.0385281385281384|0.0385281385281384|2026-08-21 17:18:10
ABX|2026-08-14|scan_filter|catalyst_downgrade|routine catalyst, gap 10.2%||10.17||9.04|9.27|0.008849557522123902|0.0685840707964603||0.07190265486725668|0.07190265486725668|2026-08-21 17:18:10
ACOG|2026-08-14|scan_filter|adv_low|quality filter: filter:adv_too_low: $637,552||12.05||9.34|8.84|-0.05353319057815846|0.043897216274089955||0.08137044967880083|0.08137044967880083|2026-08-21 17:18:10
AEHR|2026-08-14|scan_filter|cooldown|EP cooldown — alerted within last 60 days||11.32||133.61|134.06|0.08981363670383953|-0.2386048948432004||0.10321083751216219|0.10321083751216219|2026-08-21 17:18:10
AEYE|2026-08-14|scan_filter|adv_low|quality filter: filter:adv_too_low: $410,985||18.59||6.19|7.99|0.3344103392568658|0.16316639741518574||0.3731825525040387|0.3731825525040387|2026-08-21 17:18:10
AKAN|2026-08-14|scan_filter|adv_low|quality filter: filter:adv_too_low: $287,912||53.29||7.81|6.45|-0.3072983354673495|-0.5057618437900128||0.10755441741357244|0.10755441741357244|2026-08-21 17:18:10
BOXL|2026-08-14|scan_filter|extension_gate|already up 132% in prior 5 days (extended)||24.01||8.87|6.95|-0.1860202931228861|-0.36189402480270566||0.07102593010146571|0.07102593010146571|2026-08-21 17:18:10
BRUN|2026-08-14|scan_filter|cooldown|EP cooldown — alerted within last 60 days||17.29||26.245|22.93|-0.13774052200419135|-0.25662030863021523||0.024957134692322254|0.024957134692322254|2026-08-21 17:18:10
CPS|2026-08-14|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $484M < $500M||10.91||27.9|28.45|-0.009677419354838694|0.004659498207885396||0.03374910394265237|0.03374910394265237|2026-08-21 17:18:10
DAAQ|2026-08-14|scan_filter|adv_low|quality filter: filter:adv_too_low: $130,594||43.73||10.41|10.42|0.0004803073967338141|9.60614793467287e-05||0.002881844380403397|0.002881844380403397|2026-08-21 17:18:10
DFH|2026-08-14|scan_filter|ma_filter|M&A/buyout catalyst — no momentum trade||10.65||16.005|15.6|-0.057794439237738145|-0.06779131521399558||0.008434864104967296|0.008434864104967296|2026-08-21 17:18:10
HTFL|2026-08-14|scan_filter|duplicate_scan|already scored earlier today||24.67||39.06|42.08|0.07373271889400909|0.27368151561699944||0.2923707117255503|0.2923707117255503|2026-08-21 17:18:10
HTFL|2026-08-14|high_unentered|stop_too_wide|setup:stop_too_wide: ORB range $2.55 (7.0%) > 1.5x ATR $2.19|96|25.12|game_changer|39.06|42.08|0.07373271889400909|0.27368151561699944||0.2923707117255503|0.2923707117255503|2026-08-21 17:18:10
IMXI|2026-08-14|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $353M < $500M||20.34||14.24|14.59|0.04564606741573036|-0.0084269662921349||0.050561797752809036|0.050561797752809036|2026-08-21 17:18:10
LNZA|2026-08-14|scan_filter|adv_low|quality filter: filter:adv_too_low: $360,797||12.72||6.38|6.34|-0.012539184952978068|-0.020376175548589327||0.037617554858934206|0.037617554858934206|2026-08-21 17:18:10
LPTH|2026-08-14|moderate_alert|moderate_tier||54.7|10.03|strong|14.5|15.17|0.02068965517241384|-0.00551724137931035||0.076551724137931|0.076551724137931|2026-08-21 17:18:10
LPTH|2026-08-14|scan_filter|duplicate_scan|already scored earlier today||13.11||14.5|15.17|0.02068965517241384|-0.00551724137931035||0.076551724137931|0.076551724137931|2026-08-21 17:18:10
MF|2026-08-14|scan_filter|atr_high|quality filter: filter:atr_too_high: 15.1% > 15.0%||41.9||13.04|13|-0.11042944785276071|0.2561349693251534||0.5053680981595092|0.5053680981595092|2026-08-21 17:18:10
NMAX|2026-08-14|high_unentered|window_missed|window:out_of_orb: detected 09:50 ET|100.8|16.75|strong|9.895|10.87|0.04699343102577058|0.0864072764022234||0.19050025265285497|0.19050025265285497|2026-08-21 17:18:10
NMAX|2026-08-14|scan_filter|duplicate_scan|already scored earlier today||20.13||9.895|10.87|0.04699343102577058|0.0864072764022234||0.19050025265285497|0.19050025265285497|2026-08-21 17:18:10
NU|2026-08-14|scan_filter|score_below_50|score 32 < 50 (catalyst=routine)|32.4|14.25|routine|15.74|15.23|-0.06353240152477764|-0.07369758576874207||0.03049555273189318|0.03049555273189318|2026-08-21 17:18:10
OBX|2026-08-14|scan_filter|adv_low|quality filter: filter:adv_no_data||10.99||20.01|17.77|-0.12368815592203904|-0.005497251374312992||0.11594202898550707|0.11594202898550707|2026-08-21 17:18:10
RCAT|2026-08-14|scan_filter|score_below_50|score 28 < 50 (catalyst=routine)|27.6|10.43|routine|11.37|11.13|-0.08179419525065962|-0.15391380826737028||0.034300791556728286|0.034300791556728286|2026-08-21 17:18:10
RDDT|2026-08-14|scan_filter|duplicate_scan|already scored earlier today||13.42||175.78|178.09|-0.06417112299465241|-0.12794402093526003||0.04837865513710314|0.04837865513710314|2026-08-21 17:18:10
RDDT|2026-08-14|moderate_alert|moderate_tier||54.7|12.24|strong|175.78|178.09|-0.06417112299465241|-0.12794402093526003||0.04837865513710314|0.04837865513710314|2026-08-21 17:18:10
STDN|2026-08-14|moderate_alert|moderate_tier||53.3|12.9|strong|12.2|13.31|0.09098360655737715|0.03606557377049191||0.13073770491803285|0.13073770491803285|2026-08-21 17:18:10
STDN|2026-08-14|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.71x (today 105,831 / baseline 148,894 n=19) < 1.0x||10.87||12.2|13.31|0.09098360655737715|0.03606557377049191||0.13073770491803285|0.13073770491803285|2026-08-21 17:18:10
UMAC|2026-08-14|scan_filter|score_below_50|score 12 < 50 (catalyst=routine)|12|14.61|routine|31.83|34.06|-0.05278039585296889|-0.13823437009110898||0.09727929626138872|0.09727929626138872|2026-08-21 17:18:10
VCX|2026-08-14|scan_filter|score_below_50|score 36 < 50 (catalyst=routine)|36|12.48|routine|37.38|34.4|0.09684323167469228|0.1265382557517388||0.14901016586409846|0.14901016586409846|2026-08-21 17:18:10
VERA|2026-08-14|high_unentered|setup_other|setup:gap_below_floor: rt 5.6% < 10% floor (alert said 14.2%, last $30.50 vs prev close $28.89)|86.4|14.23|game_changer|31.29|31.63|0.01086609140300415|0.031479705976350254||0.0699904122722914|0.0699904122722914|2026-08-21 17:18:10
VERA|2026-08-14|scan_filter|duplicate_scan|already scored earlier today||14.23||31.29|31.63|0.01086609140300415|0.031479705976350254||0.0699904122722914|0.0699904122722914|2026-08-21 17:18:10
ARGX|2026-08-17|high_unentered|setup_other|setup:gap_below_floor: rt 9.5% < 10% floor (alert said 10.5%, last $931.98 vs prev close $851.29)|86.4|10.53|game_changer|927.33|987.84|0.07080543064496993|||0.1416539958806466|0.1416539958806466|2026-08-21 17:18:10
