ticker|alert_date|source|skip_category|skip_reason|ep_score|gap_pct|catalyst_quality|open_d0|close_d0|ret_1d|ret_5d|ret_20d|max_high_5d|max_high_20d|refreshed_et
TASK|2026-08-06|scan_filter|duplicate_scan|already scored earlier today||16.61||7.04|7.82|0.03693181818181815|0.03267045454545448||0.1683238636363636|0.1683238636363636|2026-08-21 17:18:10
TASK|2026-08-06|moderate_alert|moderate_tier||50.4|11.39|routine|7.04|7.82|0.03693181818181815|0.03267045454545448||0.1683238636363636|0.1683238636363636|2026-08-21 17:18:10
TIGO|2026-08-06|scan_filter|outside_top20|outside top-20 gap cap (gap 14.1%)||14.09||99.5|104.31|-0.024120603015075435|-0.05296482412060297||0.07668341708542709|0.07668341708542709|2026-08-21 17:18:10
TPC|2026-08-06|scan_filter|score_below_50|score 30 < 50 (catalyst=routine)|30|15.86|routine|94.82|95.77|0.04524361948955923|-0.0015819447373970838||0.07888631090487244|0.07888631090487244|2026-08-21 17:18:10
TROX|2026-08-06|scan_filter|outside_top20|outside top-20 gap cap (gap 10.4%)||10.43||6.49|6.95|0.0030816640986131853|-0.07550077041602468||0.0955315870570108|0.0955315870570108|2026-08-21 17:18:10
TRUP|2026-08-06|scan_filter|duplicate_scan|already scored earlier today||16.03||27.59|28.16|-0.021747009786154455|0.12359550561797754||0.1386371873867343|0.14099311344690107|2026-08-21 17:18:10
TRUP|2026-08-06|moderate_alert|moderate_tier||60|18|routine|27.59|28.16|-0.021747009786154455|0.12359550561797754||0.1386371873867343|0.14099311344690107|2026-08-21 17:18:10
U|2026-08-06|scan_filter|duplicate_scan|already scored earlier today||15.17||36.01|40.81|0.19411274645931692|0.2715912246598168||0.2729797278533742|0.34573729519577906|2026-08-21 17:18:10
U|2026-08-06|high_unentered|setup_other|setup:gap_below_floor: rt 1.0% < 10% floor (alert said 18.4%, last $35.83 vs prev close $35.47)|96|18.41|game_changer|36.01|40.81|0.19411274645931692|0.2715912246598168||0.2729797278533742|0.34573729519577906|2026-08-21 17:18:10
VSNT|2026-08-06|scan_filter|outside_top20|outside top-20 gap cap (gap 13.9%)||13.87||40.06|38.22|-0.03469795307039442|-0.028706939590614218||0.030204692960559183|0.030204692960559183|2026-08-21 17:18:10
WPP|2026-08-06|scan_filter|score_below_50|score 48 < 50 (catalyst=routine)|48|25.86|routine|25.94|25.95|0.06206630686198918|0.04047802621434068||0.07074402467232062|0.07074402467232062|2026-08-21 17:18:10
ZVRA|2026-08-06|scan_filter|outside_top20|outside top-20 gap cap (gap 12.8%)||12.82||11.305|11.88|0.022556390977443677|-0.011057054400707651||0.08978328173374618|0.08978328173374618|2026-08-21 17:18:10
AAOI|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 11.4%)||11.45||142.48|135.63|-0.06786917462099935|0.05474452554744534||0.07657215047725995|0.12991297024143755|2026-08-21 17:18:10
ABNB|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 14.2%)||14.15||164.7|178.07|0.12143290831815423|0.11754705525197337||0.13612629022465098|0.14875531268973893|2026-08-21 17:18:10
ACMR|2026-08-07|scan_filter|duplicate_scan|already scored earlier today||15.22||92.55|83.8|-0.1419773095623987|-0.13106428957320362||0|0|2026-08-21 17:18:10
ACMR|2026-08-07|high_unentered|setup_other|setup:gap_below_floor: rt 6.6% < 10% floor (alert said 15.1%, last $84.19 vs prev close $78.98)|100.8|15.09|strong|92.55|83.8|-0.1419773095623987|-0.13106428957320362||0|0|2026-08-21 17:18:10
AKAM|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 11.5%)||11.51||123.996|110.54|-0.05117907029259|0.00801638762540727||0.024549179005774472|0.024549179005774472|2026-08-21 17:18:10
AU|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 10.4%)||10.43||96.29|96.22|0.009969882646172953|0.00010385294423087449||0.05171876622702243|0.26553328486862593|2026-08-21 17:18:10
AUGO|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 10.5%)||10.48||69.92|74.13|0.09053203661327229|0.0872425629290617||0.12900457665903883|0.2886155606407321|2026-08-21 17:18:10
AXTI|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 11.3%)||11.28||79.14|88.58|-0.06734900176901691|0.03158958807177154||0.14215314632297193|0.23565832701541578|2026-08-21 17:18:10
CART|2026-08-07|scan_filter|score_below_50|score 18 < 50 (catalyst=routine)|18|14.06|routine|50|50.17|0.011200000000000045|-0.022399999999999948||0.021200000000000045|0.03629999999999996|2026-08-21 17:18:10
CENX|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 11.9%)||11.87||47.85|51.23|0.08422152560083597|-0.023615464994775393||0.16091954022988497|0.16091954022988497|2026-08-21 17:18:10
CLRO|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 13.0%)||12.96||10.67|10.17|-0.15838800374882844|-0.5107778819119025||0.3197750702905343|0.3197750702905343|2026-08-21 17:18:10
COHR|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 10.8%)||10.78||360.02|379.13|-0.09685573023720906|-0.09496694628076217||0.08706460752180442|0.08706460752180442|2026-08-21 17:18:10
CRML|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 11.3%)||11.35||6.99|7.25|-0.0071530758226036936|-0.04721030042918456||0.0643776824034335|0.0643776824034335|2026-08-21 17:18:10
CRSR|2026-08-07|scan_filter|duplicate_scan|already scored earlier today||29.93||12.682|14.35|0.08105976975240502|0.024286390159280857||0.1810439993691846|0.1810439993691846|2026-08-21 17:18:10
CRSR|2026-08-07|moderate_alert|moderate_tier||84|16.87|strong|12.682|14.35|0.08105976975240502|0.024286390159280857||0.1810439993691846|0.1810439993691846|2026-08-21 17:18:10
CTEV|2026-08-07|scan_filter|pm_rvol_low|pre-mkt volume 13,640 < 25,000 shares||33.53||29.135|32.59|0.1693839025227389|0.30839196842285893||0.4576969280933584|0.4576969280933584|2026-08-21 17:18:10
DCH|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 12.7%)||12.7||6.21|6.35|0.0692431561996779|0.08373590982286643||0.13687600644122377|0.13687600644122377|2026-08-21 17:18:10
DOCS|2026-08-07|scan_filter|duplicate_scan|already scored earlier today||66.94||38.865|27.4|-0.3405377589090442|-0.36189373472275826||0.029203653672970488|0.029203653672970488|2026-08-21 17:18:10
DOCS|2026-08-07|moderate_alert|moderate_tier||54|178.8|routine|38.865|27.4|-0.3405377589090442|-0.36189373472275826||0.029203653672970488|0.029203653672970488|2026-08-21 17:18:10
DV|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 12.9%)||12.94||13.23|13.21|-0.0007558578987150254|0.004535147392290152||0.00944822373393802|0.00944822373393802|2026-08-21 17:18:10
FLR|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 11.5%)||11.49||54.52|57|-0.04163609684519448|-0.03943506969919306||0.06254585473220829|0.06254585473220829|2026-08-21 17:18:10
FNKO|2026-08-07|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $295M < $500M||18.97||6.905|5.88|-0.10354815351194784|-0.11078928312816808||0.01955104996379432|0.01955104996379432|2026-08-21 17:18:10
FOXF|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 10.7%)||10.71||21.23|21.13|-0.009420631182289179|-0.009891662741403713||0.04050871408384359|0.04050871408384359|2026-08-21 17:18:10
FRD|2026-08-07|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $272M < $500M||17.36||40.41|43.91|0.07584756248453366|0.13462014352882962||0.15540460282108404|0.20687701064093056|2026-08-21 17:18:10
FROG|2026-08-07|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.60x (today 32,426 / baseline 54,175 n=23) < 1.0x||16.81||96.255|89.52|-0.08420341800425941|-0.0008830710092981533||0.023011791595241842|0.023011791595241842|2026-08-21 17:18:10
FROG|2026-08-07|high_unentered|high_unentered|ORB window unfilled|100.8|17.51|strong|96.255|89.52|-0.08420341800425941|-0.0008830710092981533||0.023011791595241842|0.023011791595241842|2026-08-21 17:18:10
GFI|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 11.0%)||11.03||40.95|40.82|0.003663003663003628|-0.017338217338217356||0.03604395604395602|0.18144078144078143|2026-08-21 17:18:10
GRDN|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 12.7%)||12.67||43.15|43.83|-0.03893395133256083|-0.1093858632676709||0.08968713789107774|0.08968713789107774|2026-08-21 17:18:10
GRPN|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 10.8%)||10.79||27.51|25.03|-0.16575790621592157|-0.21810250817884405||0.006906579425663312|0.006906579425663312|2026-08-21 17:18:10
GTLB|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 10.0%)||10.02||37.545|38.97|0.0848315354907443|0.1351711279797575||0.1668664269543215|0.1668664269543215|2026-08-21 17:18:10
HALO|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 11.5%)||11.5||90|103.12|0.14022222222222228|0.09622222222222218||0.16422222222222224|0.20544444444444437|2026-08-21 17:18:10
HASI|2026-08-07|scan_filter|pm_rvol_low|filter:pm_rvol_too_low: pm_rvol=0.73x (today 269 / baseline 368 n=10) < 1.0x||16.24||39.78|40.68|0.01985922574157866|0.05882352941176461||0.08220211161387622|0.08220211161387622|2026-08-21 17:18:10
HBB|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 14.0%)||13.96||28.46|31.42|0.15952213633169357|0.17146872803935356||0.20379479971890363|0.20379479971890363|2026-08-21 17:18:10
HMY|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 10.3%)||10.3||20.01|19.7|-0.005497251374312992|-0.028485757121439293||0.010494752623688021|0.1819090454772612|2026-08-21 17:18:10
HYMC|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 12.5%)||12.52||26.43|26.54|0.03253878168747633|0.024214907302308006||0.1263715474839198|0.1263715474839198|2026-08-21 17:18:10
IAG|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 11.3%)||11.29||17.25|18.32|0.06840579710144926|0.06086956521739135||0.09391304347826093|0.23826086956521736|2026-08-21 17:18:10
ICUI|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 12.8%)||12.85||182.35|184.56|0.0003838771593089837|0.003454894433781165||0.05758157389635317|0.05758157389635317|2026-08-21 17:18:10
INOD|2026-08-07|scan_filter|duplicate_scan|already scored earlier today||15.29||75.92|62.33|-0.1803872497365648|-0.1589831401475237||0.046364594309799737|0.046364594309799737|2026-08-21 17:18:10
INOD|2026-08-07|moderate_alert|moderate_tier||51.6|14.83|strong|75.92|62.33|-0.1803872497365648|-0.1589831401475237||0.046364594309799737|0.046364594309799737|2026-08-21 17:18:10
KRT|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 12.3%)||12.32||44.81|47.09|0.07364427583128759|0.06918098638696707||0.13389645168489167|0.13389645168489167|2026-08-21 17:18:10
MCHP|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 11.8%)||11.82||81.35|84.69|0.0004917025199754918|-0.02679778733866002||0.05674001229256309|0.05674001229256309|2026-08-21 17:18:10
MITK|2026-08-07|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.35x (today 11,041 / baseline 31,086 n=22) < 1.0x||20.76||20.498|18.49|-0.09503366182066544|-0.052102644160405956||0.008586203532051829|0.008586203532051829|2026-08-21 17:18:10
MTW|2026-08-07|high_unentered|window_missed|window:out_of_orb: detected 09:52 ET|50.4|33.08|routine|17.14|18.81|0.10210035005834306|0.2065344224037339||0.24504084014002328|0.24504084014002328|2026-08-21 17:18:10
MTW|2026-08-07|scan_filter|duplicate_scan|already scored earlier today||33.85||17.14|18.81|0.10210035005834306|0.2065344224037339||0.24504084014002328|0.24504084014002328|2026-08-21 17:18:10
NTRA|2026-08-07|scan_filter|score_below_50|score 18 < 50 (catalyst=routine)|18|18.72|routine|320.9|322.1|-0.0079464007478964|-0.034185104393892086||0.01598628856341538|0.03945154253661585|2026-08-21 17:18:10
OMDA|2026-08-07|scan_filter|outside_top20|outside top-20 gap cap (gap 10.5%)||10.54||20.705|23.67|0.206954841825646|0.16107220478145381||0.21564839410770364|0.21564839410770364|2026-08-21 17:18:10
